Sample,Pat,Site,Time,A_defectiva,Acinetobacter_sp. 408,Acremonium_sp.,Actinobaculum_sp._183,A_denticolens,A_gerencseriae,A_naeslundii,A_oris,Actinomyces_sp._ICM54,Actinomyces_sp._169,Actinomyces_sp._170,Actinomyces_sp._171,Actinomyces_sp._175,Actinomyces_sp._178,Actinomyces_sp._180,Actinomyces_sp._414,Actinomyces_sp._448,A_viscosus,Aggregatibacter_actinomycetemcomitans,A_aphrophilus,A_segnis,Aggregatibacter_sp._458,Aggregatibacter_sp._513,A_omnicolens,Alternaria_sp.,A_geminatus,A_caesiellus,A_flavus,A_niger,A_penicillioides,Aspergillus_sp.,A_spathulatus,A_spinosus,A_versicolor,Atopobium_sp._416,A_leucospermi,B_dentium,B_longum,B_diminuta,B_extructa,Burkholderia_sp._406,C_concisus,C_curvus,C_rectus,C_showae,Campylobacter_sp._G43,C_albicans,C_parapsilosis,C_quercitrusa,C_sake,C_tropicalis,C_gingivalis,C_granulosa,Capnocytophaga_sp._338,Capnocytophaga_sp._380,Capnocytophaga_sp._412,Capnocytophaga_sp._G34,C_sputigena,C_hominis,C_valvarum,C_morbi,Catonella_sp._164,C_cladosporioides,C_sphaerospermum,Clostridium_sp._MSTE9,C_testosteroni,C_durum,C_curtum,Cryptococcus_sp.,Desulfobulbus_sp._041,D_orale,Desulfovibrio_sp._040,D_invisus,D_micraerophilus,Dialister_sp._502,Dialister_sp._A97,Dietzia_sp._368,E_catenaformis,E_corrodens,E_gingivalis,E_faecalis,E_brachy,E_infirmum,E_saphenum,Eubacterium_sp._B60,Eubacterium_sp._G32,Eubacterium_sp._G75,E_sulci,E_yurii,F_alocis,F_oxysporum,Fusarium_sp.,F_naviforme,F_necrophorum,F_nucleatum,F_periodonticum,Fusobacterium_sp._203,Fusobacterium_sp._370,G_haemolysans,G_morbillorum,G_adiacens,G_elegans,H_aegyptius,H_haemolyticus,Haemophilus_sp._036,H_sputorum,Johnsonella_sp._166,J_anthropi,K_denitrificans,Kingella_sp._012,L_saburreum,Lactobacillus_casei,L_crispatus,L_fermentum,L_gasseri,L_panis,L_paracasei,L_rhamnosus,L_salivarius,Lactobacillus_sp._461,L_vaginalis,L_lactis,Leptotrichia_sp._218,Leptotrichia_sp._219,Leptotrichia_sp._221,Leptotrichia_sp._223,Leptotrichia_sp._225,Leptotrichia_sp._417,Leptotrichia_sp._463,Leptotrichia_sp._498,L_wadei,M_arunalokei,M_dermatis,M_furfur,M_globosa,M_japonica,M_restricta,Malassezia_sp.,M_sympodialis,Malasseziales_sp.,M_micronuciformis,M_timidum,M_orale,N_bacilliformis,N_elongata,N_flavescens,N_lactamica,N_meningitidis,N_mucosa,Neisseria_sp._014,Neisseria_sp._499,N_subflava,Occultifur_sp.,O_sinus,Oribacterium_sp._372,P_micra,Parvimonas_sp._110,Parvimonas_sp._393,Parvimonas_sp._D94,P_brevicompactum,P_citrinum,P_commune,P_glabrum,Peptococcus_sp._167,P_indolicus,Peptoniphilus_sp._375,P_stomatis,Pichia_sp.,Plectosphaerella_sp.,Pleosporales_sp.,Polyporales_sp.,P_catoniae,P_endodontalis,Porphyromonas_sp._279,P_buccae,P_dentalis,P_denticola,P_melaninogenica,P_micans,P_oris,P_scopos,P_shahii,Prevotella_sp._292,Prevotella_sp._298,Prevotella_sp._300,Prevotella_sp._303,Prevotella_sp._309,Prevotella_sp._313,Prevotella_sp._314,Prevotella_sp._G57,P_acidifaciens,P_propionicum,P_alactolyticus,R_mucilaginosa,Rhodotorula_sp.,R_dentocariosa,S_bayanus,S_cerevisiae,S_georgiae,S_meyeri,S_odontolytica,S_artemidis,S_flueggei,S_noxia,Selenomonas_sp._126,Selenomonas_sp._133,Selenomonas_sp._134,Selenomonas_sp._149,Selenomonas_sp._442,Selenomonas_sp._479,Selenomonas_sp._F84,Selenomonas_sp._H64,Selenomonas_sp._H65,S_sputigena,S_satelles,Sphingomonas_sp._007,S_epidermidis,S_warneri,S_anginosus,S_australis,S_constellatus,S_cristatus,S_dysgalactiae,S_gordonii,S_infantis,S_intermedius,S_mitis,S_mutans,S_oralis,S_parasanguinis,S_salivarius,S_sanguinis,S_sinensis,S_sobrinus,Streptococcus_sp._AC15,Streptococcus_sp._AS14,Streptococcus_sp._BS21,Streptococcus_sp._CM7,Streptococcus_sp._055,Streptococcus_sp._056,Streptococcus_sp._057,Streptococcus_sp._058,Streptococcus_sp._061,Streptococcus_sp._064,Streptococcus_sp._066,Streptococcus_sp._070,Streptococcus_sp._071,Streptococcus_sp._074,Streptococcus_sp._431,S_vestibularis,T_forsythia,TM7_phylum_sp._346,TM7_phylum_sp._349,TM7_phylum_sp._350,TM7_phylum_sp._351,TM7_phylum_sp._352,T_denticola,T_lecithinolyticum,T_maltophilum,T_medium,Treponema_sp._227,Treponema_sp._228,Treponema_sp._232,Treponema_sp._234,Treponema_sp._237,Treponema_sp._238,Treponema_sp._239,Treponema_sp._257,Treponema_sp._265,Treponema_sp._271,Treponema_sp._517,Treponema_sp._518,Treponema_sp._G52,Treponema_sp._G76,T_vincentii,V_atypica,V_dispar,V_parvula,Veillonella_sp._158,Xanthomonas_sp._037,Treponema_maltophilum,Treponema_medium,Treponema_sp._oral_taxon_227,Treponema_sp._oral_taxon_228,Treponema_sp._oral_taxon_232,Treponema_sp._oral_taxon_234,Treponema_sp._oral_taxon_237,Treponema_sp._oral_taxon_238,Treponema_sp._oral_taxon_239,Treponema_sp._oral_taxon_257,Treponema_sp._oral_taxon_265,Treponema_sp._oral_taxon_271,Treponema_sp._oral_taxon_517,Treponema_sp._oral_taxon_518,Treponema_sp._oral_taxon_G52,Treponema_sp._oral_taxon_G76,Treponema_vincentii,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_sp._oral_taxon_158,Veillonellaceae_bacterium_oral_taxon_129,Veillonellaceae_bacterium_oral_taxon_131,Veillonellaceae_bacterium_oral_taxon_150,Veillonellaceae_bacterium_oral_taxon_155,Veillonellaceae_bacterium_oral_taxon_483,Xanthomonas_sp._oral_taxon_037
3_progressing_0,10945,progressing,0,0.019729537,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003928826,0,0,0,0,0,0,0,0,0,0,0.000740214,0,0,0,0,0.009480427,0,0,0.000626335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199288,0,0.060982206,0.000398577,0,0,0,0,0,0.170989324,0,0,0,0.000683274,0.01144484,0,0,0,0.008370107,0,0,0,0,0,0.027786477,0.000455516,0.000341637,0,0,0.002989324,0.005466192,0,0.035530249,0.007800712,0,0.001879004,0.000142349,0.000740214,0.000398577,0,0,0,0,0,0,0.001708185,0,0,0,0,0,0,0,0,0.000142349,0,0,0,0.00341637,0.023088968,0.010021352,0.000370107,0.011957295,0.000256228,0.004327402,0,0,0.024227758,5.69E-05,0,0.002733096,0,0,0,0,0,0,0.000483986,0,0,0,0,0,0.000313167,0,0,0.000768683,0,0,0,0,0,0.000199288,0,0,0,0,0,0.000654804,0,0,0,0.000370107,0,0,0,5.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.008825623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170819,0,0,0,0,0,0,0.006405694,0,0,0,0,0,0,0,0.000256228,0,0,0,0,0,0,0,0,0,5.69E-05,0,0.004128114,0.008996441,0.01024911,0.001565836,0.006149466,0.000313167,0.00116726,0,0.000142349,0.002192171,0.032142349,0,0.000825623,0.003302491,0.000227758,0,0,0,0,0,0,0,0,0.000882562,0.022206406,0,0.086633452,0,0,0.036982206,0,0,0,0,0,0.001508897,0,0,0,0,0,0.002135231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182234875,0,0,0,0,0,0.116042705
3_progressing_2,10945,progressing,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001346439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032179884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001346439,0,0,0,0,0,0,0.078901306,0.012252592,0,0,0,0.018580854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053857547,0.009829002,0,0,0,0.000942507,0,0,0,0,0.000403932,0,0,0.000269288,0,0,0,0,0,0,0,0,0,0,0,0,0.005116467,0,0.010906153,0.002827521,0.000538575,0.000673219,0.009694358,0,0,0,0.01252188,0.000538575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006732193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017503703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403932,0,0,0,0,0,0,0.015753332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011444729,0.015484045,0,0,0,0,0,0,0,0.029621651,0,0,0.001885014,0,0,0,0,0,0.001615726,0,0,0,0.003904672,0.037565639,0,0.267941295,0,0,0,0,0,0.024101252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017099771,0.214083748,0,0,0,0,0,0.082132759
3_progressing_4,10945,progressing,4,0.000129411,0,0,0,0,0,0.002717626,0,0,0,0,0,0,0,0,0,0.00056078,0,0,0,0,0,0,0,0,0.000862738,0,0,0,0,0,0,0,0,0,0,0.000388232,0,0,0,0.000215685,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000776464,0,0,0,0,0,0,0,0.000474506,0,0,0,0,0,0,0.022215512,0.00237253,0,0.000129411,0.000819601,0.006039168,0.023768441,0,0,0.000388232,0,0,0,0,0,0,0,0,0,0,0.000172548,8.63E-05,0,0.00810974,0.005003882,0,0.007117591,0.001078423,0.0028039,0,0,0,0.006427401,0.003968596,0,0,0.000517643,0,0,0.003882322,0,0,0.001164697,0.001509792,0.013933224,0.003666638,0,0.005435251,0,0.059054439,0.005694073,0.244974549,0.034336986,0.019195928,0.005348978,0.015658701,0,0,0.000215685,0.006643085,0,0.0517643,0,0,0,0,0,0,0,0,0,0,0,0,0.000258821,0,0,0.001854887,0,0,0,0,0,0,0,0,0,0,0,0.001768614,0,0,0,0.002976447,0,0,0,0,0,0,0,0,0,0,0,0,0.000129411,0,0,0,0.003580364,0,0,0,0.000258821,0,0,0,0,0,0.001854887,0,0,0,0,0,0,0.001035286,0,0,0,0,0.000819601,0,0,0,0,0,0.000172548,0.00168234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431369,0.007764645,0,0.123285308,0.000431369,0.000258821,0,0,0.001898024,0.134457769,0,0.005650936,0.005262704,0,0,0,0,0,0,0,0,0,0.000388232,0.060175999,0.002070572,0.029678199,0,0,0.009015616,0,0,0.001596066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000647054,0,0,0,8.63E-05,8.63E-05,0.008196014,0,0,0,8.63E-05,0,0.019627297
3_progressing_6,10945,progressing,6,0.002135611,0,0,0,0,0,0.004871863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000333689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015349706,0,0,0.000533903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001201281,0,0.017018153,0.004404698,0.000400427,0,0,0,0,0.087226375,0,0,0,0,0,0,0,0,0.015750133,0.000266951,0,0,0,0,0.048585158,0.000667379,0,0,0,0.038107314,0.037973839,0,0.058929525,0.028764015,0,0.008609183,0.000467165,0.000533903,0,0,0,0.001534971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004004271,0,0.00747464,0.003403631,0.001935398,0.001468233,0.00747464,0,0,0,0.006473572,0,0.003670582,0,0,0,0,0,0,0.001601708,0,0,0,0,0,0.002936466,0,0,0,0,0,0,0,0,0.001534971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133476,0,0.001134544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000600641,0,0,0,0,0,0,0.00186866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000533903,0,0,0,0.00280299,0.006940737,0.004538174,0,0.031633743,0,0,0,0.000133476,0.013948211,0.032701548,0,0.002068873,0.002936466,0,0,0,0,0,0,0,0,0,0,0.144754405,0,0.136412173,0,0,0,0,0,0,0,0,0.000734116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133476,0,0,0.102442605,0,0,0,0,0,0.097904431
3_progressing_8,10945,progressing,8,0.007702322,0,0,0,0,0,0.003362985,0,0,0,0,0,0,0,0,0,0,0,0.000216967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000433934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013451942,0,0,0,0,0,0.064873074,0.001193317,0,0,0.002278151,0.002061185,0,0,0,0.002386635,0,0,0,0,0,0,0,0,0,0,0.004447819,0.003579952,0,0.07398568,0.012041658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009438056,0.000976351,0.001410284,0.000216967,0.035257106,0.001084834,0.02072033,0,0,0,0.007593838,0.002929052,0,0,0,0,0,0,0,0,0,0.00032545,0,0,0,0.003254502,0.00032545,0,0.000433934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002278151,0,0.000216967,0,0,0.002169668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032545,0,0,0,0,0,0,0.002169668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005858104,0,0,0,0,0,0,0,0,0,0,0,0.000976351,0,0,0,0.017140378,0,0.002929052,0.006617488,0,0,0,0,0,0,0,0,0,0,0.104469516,0,0.270449121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251681493,0,0,0,0,0,0.056736819
3_progressing_10,10945,progressing,10,0.003878813,0,0.002096656,0,0,0,0.000838662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073383,0.019603732,0,0,0,0,0,0.091833526,0.007862459,0,0,0,0.000209666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003354649,0,0,0.059020862,0.002201489,0,0.013837929,0,0,0,0,0,0.000943495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314498,0,0,0,0.043086277,0.000838662,0.023901877,0,0,0,0.004717476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002725653,0,0,0.015200755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018345739,0.001467659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007967292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000943495,0,0,0,0.000628997,0.005660971,0,0,0.011217109,0,0,0,0,0,0,0,0,0,0,0.206835098,0,0.138169619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255267848,0,0,0,0,0,0.056085544
3_progressing_12,10945,progressing,12,0,0,0.009314141,0,0,0,0.00508044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254022,0.009737511,0,0,0,0,0,0.040643522,0.00211685,0,0,0,0.00084674,0,0,0,0,0,0,0,0,0,0.010160881,0,0,0,0,0,0,0,0.130397968,0.009314141,0,0,0,0,0,0,0,0.00211685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592718,0,0,0.00211685,0.019051651,0.00169348,0.00254022,0,0,0,0.011854361,0,0.009737511,0,0,0,0,0,0,0,0,0,0,0,0,0.00211685,0,0,0.00169348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016088061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011854361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024978831,0,0,0,0,0,0.00762066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396274344,0,0.076629975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069432684,0,0,0,0,0,0.118120237
4_stable_0,11434,stable,0,0,0,0,0,0,0,0.006422608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002069507,0,0,0,0,0.005780347,0,0,0.000142725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185542,0.003496753,0,0,0,0,0,0.019624634,0.001427246,0,0.000856348,0.001498608,0.000285449,0,0,0,0.000428174,0,0,0,0,0,0,0,0,0,0,0,0.000570898,0.000356812,0.017198316,0,0,0,0,0.003068579,0,0,0,0.000214087,0.000999072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214087,0,0.001141797,0.004781275,0.006065796,0.002925855,0.028116749,0,0,0,0.024976807,0,0.164133305,0,0,0,0,0,0,0,0,0,0,0,0,0.001641333,0,0,0.001569971,0,0,0,0,0.000856348,0,0,0,0,0,0,0,0.000142725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356812,0,0.003924927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214087,0,0,0,0,0,0,0.001926782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784985,0.004709912,0,0.134517948,0.000713623,0.000499536,0,0,0,0.078855349,0,0.001712695,0.023478199,0,0,0,0,0,0,0,0,0,0.001070435,0.223720831,0,0.173053593,0,0,0.007207593,0,0,0.000784985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499536,0.00649397,0,0,0,0,0.000142725,0.032469849
4_stable_2,11434,stable,2,0.000130485,0.000130485,0,0,0.0006287,0,0.359544964,0.004317861,0.000225383,0.004128065,0.013273864,0.003795922,0,0,0.000960843,0,0.004163652,0,0.057935256,0.034234469,0,0,0,0,0,0.075479532,0,0,0,0,0,0,0,0,0,0,0.016441086,0,0,3.56E-05,0.000308419,0.030284338,0.00289439,0,0.006002301,0,0,0,0,0,0,0,0,0,0.000237245,9.49E-05,0,0,0,0,0,0,0,0.000699873,0.000355868,0,0,0,0,0,0,0.03129263,0.002823217,0.000177934,0,0,0,0,0.003404467,0,0,0,0,0.00010676,0,0,0,7.12E-05,0,0,0,0,0,0,0,0,0,0,0.000759184,0.00026097,0.001565818,0.004495795,0.001921685,0,0,0.000130485,0.000379592,0,0,0,0.001743752,0.001281124,0,0,3.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.001921685,0,0.001150639,0.000723598,3.56E-05,0.068955291,0.040592638,0,0,0,0.000818496,0,0,0,0,0,0,0,0,0.006429342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344005,0,0,8.30E-05,0,0.00157768,0,0,0,8.30E-05,0,0,0,0.000854082,0,0,0,0,0,0,0,0,0,0,0,0.000189796,0,0.000130485,0,0,0,0,0,0,0.000308419,0,0.00846965,0.000320281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545664,0.002752043,0.001542093,0.001008292,0.004329723,0.001079465,0.000723598,0,0.000142347,0.001565818,0.019418512,0,0.00073546,0.029643776,0.000296556,8.30E-05,3.56E-05,0,0,0,0,0,9.49E-05,9.49E-05,0.012573991,0.000604975,0.021387647,0,0,8.30E-05,0,0.000237245,0.010830239,0.00010676,0,0.001459057,0,0.000332143,0,0.002265691,0.002585972,0.046357694,0.000889669,0,0,0,0,0.001221812,0,0,0,0,0,0,0.000711735,0.001399746,0,0,0,0,0.000213521,0,0.000462628,0.019845553,0,0,3.56E-05,0,0,0.012158812
4_stable_4,11434,stable,4,7.66E-05,0.000245184,3.06E-05,0.00479642,0,0,0.458096449,0.001440458,0.001302542,0.004244755,0.006359471,0.010113858,0,0,0,0,0.005685214,0,0.023047336,0.010573578,0.000566989,0,0,0,0,0.055350384,0,0,0,0,0,0,0,0,4.60E-05,0,0.014741714,0,0,4.60E-05,0,0.026878343,0.002482492,0,0.001302542,0,0,0,0,0,0,0,0,0,0.000413749,6.13E-05,0,0,0,0,0,0,7.66E-05,0.00087347,0.000306481,0,0,0,0,0,0,0.013056071,0.001149302,0,0,0,0,0,0.001869531,0,0,0,0,0,0,3.06E-05,0,0,0,0,0,0,0,0,0.000183888,0,0,0,0.000383101,6.13E-05,0.003294666,0.006022342,0.001946151,0,0,0,0,0,0,0,0.000521017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002313928,0,0.008428215,0.000674257,0.000796849,0.081263313,0.048577164,0,0,0,0.000429073,0,0.00022986,0,0,0,0,0,0,0.001900179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000367777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102671,0,0,0,0,0.004428644,0,0,0,0.000214536,0,0,0,0.000459721,0,0,0,0,0,0,0,0,0,0,0,0.000383101,0,0.000214536,0,0,0,0,0,0,0.000444397,0,0.003631794,0.000628285,0,0,0,0,7.66E-05,0,0.000137916,0,0,0,0,0,0,0,7.66E-05,0,0,0.002007447,0,0,0.004781096,0.00022986,0.000352453,0,9.19E-05,0.002559112,0.013669032,0,0.002114716,0.01826624,0.000260508,0,0,0,0,0,0,0,0,0.000490369,0.018434804,0,0.019185681,0,0,0,0,0,0.009332332,0.000168564,0,0.003739062,0,0.000490369,0,0.002068744,0,0.059457223,0,0,0,0,0,0,0,0,0,0,0,0,0.002911565,0,0,0,0,0.00087347,0.000199212,0,0.000275832,0.016641893,0,0,0,0,0,0.007018404
4_stable_6,11434,stable,6,0.000183884,0,0.000772314,0,0,0,0.053363245,0,0,0,0,0.000772314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001875621,0,0,0,0,0,0,0,0,0,0,0.002096282,0,0,0,0,0.010849178,0.000404546,0,0.000147107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348755103,0.000919422,0,0,0,0,0,0.008752896,0.003015704,0,0,0,0.000919422,0,0.003493803,0,0.000110331,0,0,0,0,0,0,0.000183884,0.000183884,0,0,0.000330992,0,0.002647935,0.016365709,0.000772314,0,0,0,0.006104961,0,0,0,0,0.000110331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003935126,0,0.056415726,0.000294215,0.003493803,0.024897944,0.02059505,0,0,0,0.005773969,0,0.028759516,0,0,0,0,0,0,0,0,0,0,0,0,0.000772314,0,0,0.001287191,0.000147107,0,0,0,0.000330992,0,0,0.000294215,0,0,0,0,7.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009819426,0,0,0,0,0.001323967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000919422,0,0.006509507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735537,0.000110331,0.099481446,0.000147107,0.000147107,0,0.000772314,0.000956199,0.084807473,0,0.002500827,0.016880585,0,0,0,0,0,0,0,0,0,0.000147107,0.050421095,0,0.026736788,0,0,0,0,0,0.004964878,0,0,0,0,0,0,0.000257438,0,0.001323967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001838844,0,0,3.68E-05,0.050053326,0,0,0,0,0,0.028906624
4_stable_8,11434,stable,8,3.39E-05,0.000101817,0.000305452,0.010962345,0,0,0.10465136,0.001052114,0,0,0.017885931,0.029544028,0,0,0,0,0.014186563,0,0.00834903,0.000916357,0,0,0,0,0,0.023723464,0,0,0,0,0,0,0,0,0,0,0.017291995,0,0,0,0.000661813,0.036840944,0.002443619,0,0.005311477,0,0,0,0,0,0,0,0,0,0.000576966,0.000152726,0.000118787,0,0,8.48E-05,0,0,0.000135757,0.003529671,0.000509087,0,0,0,0,0.000135757,0,0.144071679,0.000254544,0,0,0,0,0,0.005396324,0.000305452,0,0,0,0.000254544,0,0,0.000916357,0.001527262,0,0,0,0,0,0,0,0,0,0,0.002630284,0.000373331,0.001136961,0.009112661,0.00079757,0,0,0.000101817,0,8.48E-05,0,0,0.000526057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003326036,0.00120484,0.014203533,0.001136961,8.48E-05,0.212408152,0.072052809,0,0,0,0.000712722,0,0,0,0,0,0,0,0,0.001459383,0,0,0,0,0,5.09E-05,0,0,6.79E-05,0,0,0,0,0.000152726,0,0,0,0,0,0,0,0,0,0,0.000288483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48E-05,0,0.00239271,0,0,0,0,0,0,0.000101817,0,0,0,0,0,0,0,0,0,0,0,0,0.001340596,0,0.000271513,0,0,0,0,0,0,0.000169696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003903,0.000339391,0.000237574,0.006821769,0.001747866,0.000288483,0,0,0.007483582,0.017818052,0,0.002104227,0.019039862,0.000237574,8.48E-05,0,0,0,0,0,0,6.79E-05,0.000169696,0.017275026,0,0.024062855,0,0,0.000509087,0,0,0.025522239,6.79E-05,0,0.012167184,0,0,0,0.004989055,0,0.018021687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135757,0,0.000220604,0.062753483,0,0,0,0,0,0.018938044
