Sample,Pat,Site,Time,A_defectiva,Acinetobacter_sp. 408,Acremonium_sp.,Actinobaculum_sp._183,A_denticolens,A_gerencseriae,A_naeslundii,A_oris,Actinomyces_sp._ICM54,Actinomyces_sp._169,Actinomyces_sp._170,Actinomyces_sp._171,Actinomyces_sp._175,Actinomyces_sp._178,Actinomyces_sp._180,Actinomyces_sp._414,Actinomyces_sp._448,A_viscosus,Aggregatibacter_actinomycetemcomitans,A_aphrophilus,A_segnis,Aggregatibacter_sp._458,Aggregatibacter_sp._513,A_omnicolens,Alternaria_sp.,A_geminatus,A_caesiellus,A_flavus,A_niger,A_penicillioides,Aspergillus_sp.,A_spathulatus,A_spinosus,A_versicolor,Atopobium_sp._416,A_leucospermi,B_dentium,B_longum,B_diminuta,B_extructa,Burkholderia_sp._406,C_concisus,C_curvus,C_rectus,C_showae,Campylobacter_sp._G43,C_albicans,C_parapsilosis,C_quercitrusa,C_sake,C_tropicalis,C_gingivalis,C_granulosa,Capnocytophaga_sp._338,Capnocytophaga_sp._380,Capnocytophaga_sp._412,Capnocytophaga_sp._G34,C_sputigena,C_hominis,C_valvarum,C_morbi,Catonella_sp._164,C_cladosporioides,C_sphaerospermum,Clostridium_sp._MSTE9,C_testosteroni,C_durum,C_curtum,Cryptococcus_sp.,Desulfobulbus_sp._041,D_orale,Desulfovibrio_sp._040,D_invisus,D_micraerophilus,Dialister_sp._502,Dialister_sp._A97,Dietzia_sp._368,E_catenaformis,E_corrodens,E_gingivalis,E_faecalis,E_brachy,E_infirmum,E_saphenum,Eubacterium_sp._B60,Eubacterium_sp._G32,Eubacterium_sp._G75,E_sulci,E_yurii,F_alocis,F_oxysporum,Fusarium_sp.,F_naviforme,F_necrophorum,F_nucleatum,F_periodonticum,Fusobacterium_sp._203,Fusobacterium_sp._370,G_haemolysans,G_morbillorum,G_adiacens,G_elegans,H_aegyptius,H_haemolyticus,Haemophilus_sp._036,H_sputorum,Johnsonella_sp._166,J_anthropi,K_denitrificans,Kingella_sp._012,L_saburreum,Lactobacillus_casei,L_crispatus,L_fermentum,L_gasseri,L_panis,L_paracasei,L_rhamnosus,L_salivarius,Lactobacillus_sp._461,L_vaginalis,L_lactis,Leptotrichia_sp._218,Leptotrichia_sp._219,Leptotrichia_sp._221,Leptotrichia_sp._223,Leptotrichia_sp._225,Leptotrichia_sp._417,Leptotrichia_sp._463,Leptotrichia_sp._498,L_wadei,M_arunalokei,M_dermatis,M_furfur,M_globosa,M_japonica,M_restricta,Malassezia_sp.,M_sympodialis,Malasseziales_sp.,M_micronuciformis,M_timidum,M_orale,N_bacilliformis,N_elongata,N_flavescens,N_lactamica,N_meningitidis,N_mucosa,Neisseria_sp._014,Neisseria_sp._499,N_subflava,Occultifur_sp.,O_sinus,Oribacterium_sp._372,P_micra,Parvimonas_sp._110,Parvimonas_sp._393,Parvimonas_sp._D94,P_brevicompactum,P_citrinum,P_commune,P_glabrum,Peptococcus_sp._167,P_indolicus,Peptoniphilus_sp._375,P_stomatis,Pichia_sp.,Plectosphaerella_sp.,Pleosporales_sp.,Polyporales_sp.,P_catoniae,P_endodontalis,Porphyromonas_sp._279,P_buccae,P_dentalis,P_denticola,P_melaninogenica,P_micans,P_oris,P_scopos,P_shahii,Prevotella_sp._292,Prevotella_sp._298,Prevotella_sp._300,Prevotella_sp._303,Prevotella_sp._309,Prevotella_sp._313,Prevotella_sp._314,Prevotella_sp._G57,P_acidifaciens,P_propionicum,P_alactolyticus,R_mucilaginosa,Rhodotorula_sp.,R_dentocariosa,S_bayanus,S_cerevisiae,S_georgiae,S_meyeri,S_odontolytica,S_artemidis,S_flueggei,S_noxia,Selenomonas_sp._126,Selenomonas_sp._133,Selenomonas_sp._134,Selenomonas_sp._149,Selenomonas_sp._442,Selenomonas_sp._479,Selenomonas_sp._F84,Selenomonas_sp._H64,Selenomonas_sp._H65,S_sputigena,S_satelles,Sphingomonas_sp._007,S_epidermidis,S_warneri,S_anginosus,S_australis,S_constellatus,S_cristatus,S_dysgalactiae,S_gordonii,S_infantis,S_intermedius,S_mitis,S_mutans,S_oralis,S_parasanguinis,S_salivarius,S_sanguinis,S_sinensis,S_sobrinus,Streptococcus_sp._AC15,Streptococcus_sp._AS14,Streptococcus_sp._BS21,Streptococcus_sp._CM7,Streptococcus_sp._055,Streptococcus_sp._056,Streptococcus_sp._057,Streptococcus_sp._058,Streptococcus_sp._061,Streptococcus_sp._064,Streptococcus_sp._066,Streptococcus_sp._070,Streptococcus_sp._071,Streptococcus_sp._074,Streptococcus_sp._431,S_vestibularis,T_forsythia,TM7_phylum_sp._346,TM7_phylum_sp._349,TM7_phylum_sp._350,TM7_phylum_sp._351,TM7_phylum_sp._352,T_denticola,T_lecithinolyticum,T_maltophilum,T_medium,Treponema_sp._227,Treponema_sp._228,Treponema_sp._232,Treponema_sp._234,Treponema_sp._237,Treponema_sp._238,Treponema_sp._239,Treponema_sp._257,Treponema_sp._265,Treponema_sp._271,Treponema_sp._517,Treponema_sp._518,Treponema_sp._G52,Treponema_sp._G76,T_vincentii,V_atypica,V_dispar,V_parvula,Veillonella_sp._158,Xanthomonas_sp._037,Treponema_maltophilum,Treponema_medium,Treponema_sp._oral_taxon_227,Treponema_sp._oral_taxon_228,Treponema_sp._oral_taxon_232,Treponema_sp._oral_taxon_234,Treponema_sp._oral_taxon_237,Treponema_sp._oral_taxon_238,Treponema_sp._oral_taxon_239,Treponema_sp._oral_taxon_257,Treponema_sp._oral_taxon_265,Treponema_sp._oral_taxon_271,Treponema_sp._oral_taxon_517,Treponema_sp._oral_taxon_518,Treponema_sp._oral_taxon_G52,Treponema_sp._oral_taxon_G76,Treponema_vincentii,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_sp._oral_taxon_158,Veillonellaceae_bacterium_oral_taxon_129,Veillonellaceae_bacterium_oral_taxon_131,Veillonellaceae_bacterium_oral_taxon_150,Veillonellaceae_bacterium_oral_taxon_155,Veillonellaceae_bacterium_oral_taxon_483,Xanthomonas_sp._oral_taxon_037
9_stable_4,60381,stable,4,0.000316594,0,0,0,0,0,0.018965491,0,0,0,0,3.02E-05,0,0,0,0,0,0,0.000241215,3.02E-05,0,0,0,0,0.000150759,0.051408844,0,0,0,0.000105531,0,0,0,0,0,0,0.000195987,0,0,0,4.52E-05,0.002351842,0,0,6.03E-05,0,0,0,0,0,0.000120607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007085676,0,0,0,0,0,0,0.020096184,0.000195987,0,0,1.51E-05,0.007296739,0,7.54E-05,0.000768871,0.002954878,0,0,0,3.02E-05,0,0,0,0,0,0.000150759,0.001311604,4.52E-05,0,0.032021227,0.005532858,0,0,0.001206073,0.00025629,0.000195987,0,0,0.013884911,0.012000422,0,0,0.00482429,0,0,0,0,0,0,0,0,0,0,9.05E-05,0,0.007161056,0.004914746,0.00025629,0.000286442,0.001145769,0.004628304,0.020246943,0,0,0.000316594,0.024076224,0,0.000301518,0,0,0,6.03E-05,0,0,0.000135683,0,0,0,0.00025629,0,0.006286653,0,0,0.02832763,0,0,6.03E-05,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52E-05,0,0,0,0,0,0.003995115,0,0.003135789,0,4.52E-05,0,0,0.003723749,0,0,0,0,0.000376898,0,0,0,0,0,0,0,0,0,0,0,9.05E-05,0,0,0,0,0,0,0.002366917,0,0,0,0,0,0,6.03E-05,0,7.54E-05,6.03E-05,0,0,0,0,0,0.000105531,0,0.003045333,0,0.000512581,0.007839472,0.000497505,0.000301518,0.010070706,0.000241215,0.000376898,0,3.02E-05,0.001386983,0.003286548,0,0.002819195,0.136135442,0.000120607,0,3.02E-05,0,0,0,0,0,0,0,0.234174066,0,0.079947536,0,0,0.020578613,0,0,0.000391974,0,0,7.54E-05,0,0,0,0,0,0.015045755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001115617,0,0,0,0.013161267,0,0,0,7.54E-05,0,0.172106557
9_stable_6,60381,stable,6,0.004111681,0,0,0.004007257,0,0,0.000783177,9.14E-05,0,0.000182741,0.003968099,0.003197974,0.001618567,5.22E-05,0.000456853,0,0.001670778,0,0.070916709,0.0055214,0,0,0,0,0,0.0101552,0,0,0,0,0,0,0,0,0,0,0.000326324,2.61E-05,0,0,0,0.005678036,0,0,0.000195794,0,0,0,0,0.000652648,0,0,0,0,0.000104424,0,0,0,0,0,0,0,2.61E-05,0,0,0,0,0,0,0.002545326,0,0.135111146,0,0,0,0,0,0,0.016068189,0.000822336,0,0,0.001892679,0.007139967,0,0.001357507,0.000378536,0,0,2.61E-05,0,0,0,0,0,0,0,0,3.92E-05,0.000208847,0,0.07975356,0.001984049,0.001200872,0.000169688,0.000300218,0.000404642,9.14E-05,0,0,0.007936197,0.008667163,0,0.000156635,0.001448878,0,0,6.53E-05,0,0,0,0,0,0,0,0.00013053,0,0.003824516,0.02870345,0.001200872,0.000900654,0.019096474,0.001566355,0.00945034,0,0,0.006200154,0.005377818,0,0.000861495,0,0,0,0,0,0,0.00035243,0,0,0,0,0,0.002140685,0.000195794,0,0.00137056,0,0,0,0,0,9.14E-05,0,0,0,0,0,3.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001448878,0,0.002832491,0,0,0,0,0,0,0,0,0.00013053,0,0,0,0,0,0,0,0,0,0,0,0,7.83E-05,0,0,0,0,0,0,0.001031184,0,0,0.00013053,0,0,0.000104424,0.000143583,0.000561277,0.000143583,0.000339377,7.83E-05,0,0,0,0,0.000535171,0,0,0.000378536,0.010481524,0.017347378,0.010259623,0.00322408,0.033480832,0.004490217,0.007844826,0,0.000691807,0.015363329,0.020114605,0.000274112,0.000600436,0.041756406,0,9.14E-05,0,0,0,0,0,0,0,9.14E-05,0.020375664,0,0.091683962,0,0,0.00344598,0.0002219,0.001240031,0.036248058,0,0,0.000626542,0,0,0,0,0,0.005390871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000600436,0.000104424,0.000169688,0.161556434,0,0,0.002806386,0,0.000195794,0.038271267
9_stable_8,60381,stable,8,0,0,0,0,0,0,0.006760363,0,0,0,0,0,0,0,0,0,0.00249066,0,0.014410247,0,0,0,0,0,0,0.001067426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015299769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014232343,0,0.003024373,0,0,0,0,0,0,0.016723003,0.028108877,0,0,0.002134851,0.03985056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355809,0,0.073830279,0,0,0,0.000533713,0.000889521,0.000889521,0,0,0.010852162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622665,0.027041452,0.033090197,0.003913894,0,0,0,0.01369863,0,0.063333926,0,0,0,0,0,0,0,0,0,0,0,0,0.00124533,0,0,0.000533713,0,0,0,0,0.002312756,0.02241594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001067426,0,0.004447607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355809,0.043764455,0,0,0,0,0,0,0,0,0.000533713,0,0,0,0,0,0,0,0,0,0,0,0.018324142,0,0,0.14356876,0.001067426,0.000711617,0,0,0.000711617,0.096602028,0,0.022060132,0.054438712,0,0,0,0,0,0,0,0,0,0,0.104429817,0,0.033446006,0,0,0,0,0,0.000889521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030065825,0,0,0,0,0,0.038249422
9_stable_10,60381,stable,10,0.007877178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004324725,0,0.000463363,0,0,0,0,0,0,0.000556036,0,0,0,0,0,0,0,0,0,0,0.000463363,0,0,0,0,0.000741381,0,0,0.000247127,0,0,0,0,0,0,0,0,0,6.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002996417,0,0,0,0,0,0,0.001946126,0,0,0,0,0.000741381,0,6.18E-05,0,0,0,0,0,0,0,0.003058198,0.000123564,0,0,0,0.000494254,0,0,0.005344125,0.001359199,0,0,9.27E-05,0,0.000185345,0,0,0.000308909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001946126,0.005405906,0.001266527,0.0003398,0.002038799,0.000216236,0.002533053,0,0,0.000216236,0.001637217,0,0.000926727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000957618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123564,0,6.18E-05,0.001112072,0,0.008031632,0,0,0,0,0.000617818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172989,0,0,0,0,0,0,0.000308909,0.000648709,0.000278018,0,0,0,0,0,0,0.001204745,0,0.001853454,0.000864945,0.029284567,0.033732856,0.017854936,0.009607068,0.009977759,0.009298159,0.014117138,0.001328308,0.003336216,0.017762264,0.009792413,0,0.000123564,0.001359199,0.000185345,0,0.000278018,0,0,0,0,0,0.000216236,0.000463363,0.00586927,0,0.192141357,0,0,0.003181762,0,0,0,0,0,0,0,0,0,0,0,6.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525145,0,0,0.564561967,0,9.27E-05,0,0,0,0.009081923
9_stable_12,60381,stable,12,0,0,0,0,0,0,0.011483587,0,0,0,0,0.012643545,0,0,0,0,0.004523837,0,0.011135599,0,0,0,0,0,0,0.008583691,0,0,0,0,0,0,0,0,0,0,0.008815683,0,0,0,0,0.007365735,0,0,0.000869969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007307737,0,0,0,0,0,0,0.012875536,0.00388586,0,0,0,0.013571511,0,0.000115996,0.000463983,0,0,0,0,0,0,0,0,0,0,0,0,0.000173994,0.002957894,0.022735182,0.009279666,0,0,0.00028999,0,0,0.000347987,0,0.000869969,0.003653868,0,0,0,0,0,0.000405985,0,0,0,0,0,0,0,0,0,0.007075745,0,0.000869969,0.000753973,0.021459227,0.007539729,0.016007424,0.000985965,0,0.028940958,0.001159958,0,0.031086881,0,0,0,0,0,0,0.00028999,0,0,0,0,0,0,0.001913931,0,0.002203921,0,0,0,0,0.002841898,0.000231992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115996,0.000115996,0,0,0.001797935,0,0.010207633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579979,0,0,0,0,0,0.00417585,0,0,0,0,0,0,0.000405985,0.000869969,0.000753973,0.00028999,0,0,0,0,0,0.001159958,0,0.000173994,0.000463983,0.010903607,0.013107528,0.030332908,0.003305881,0.328036191,0.003769864,0.00417585,0,0.001449948,0.005335808,0.080791092,0,0.005045818,0.024649113,0,0,0,0,0,0,0,0,0,0.000231992,0.036828674,0,0.027259019,0,0,0.000695975,0,0,0.001507946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000753973,0,5.80E-05,0.122723582,0,0,0,0,0,0.010207633
9_progressing_0,60381,progressing,0,0.057689083,0,0,0,0,0,0.031695455,0,0,0,0.017943988,0,0,0,0,0,0.004416122,0,0.028844541,0,0,0,0,0,0,0.003409917,0,0,0,0,0,0,0,0,0,0,0.000503102,0,0,0,0,0.001341607,0,0,0.001173906,0,0,0,0,0,0.000167701,0,0,0,0,0,0,0,0.007378836,0,0,0,0,0,0,0,0,0,0,0,0,0.018223489,0,0,0,0,0,0,0.000894404,0.000111801,0,0,0,0.001844709,0,0.001788809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069260439,0,0,0,0.002627313,0.001173906,0,0,0,0.004583822,0.001229806,0,0,0.005701828,0,0,0,0,0,0,0,0,0,0,0,0,0.005590027,0,0.001621108,0,0.006987534,0.00201241,0.000559003,0,0,0,0.01224216,0,0,0,0,0,0,0,0,0.001118005,0,0,0.000335402,0.000111801,0,0.000111801,0,0,0.005757728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279501,0,0.011403656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223601,0.005254626,0,0,0,0,0,0.000335402,0,0.000670803,0.000279501,0,0,0,0,0,0,0,0,0,0,0,0.018167589,0.023254514,0.00201241,0.016043379,0.03057745,0.023701716,0,0.001621108,0.014142769,0.03063335,0,0.001677008,0.014757672,0,0,0,0,0,0,0,0,0,0.000782604,0.094080161,0,0.05304936,0,0,0,0,0,0.008888144,0,0,0.000838504,0,0,0,0,0,0.023142713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005534127,0,0.000559003,0.287047907,0,0.000279501,0,0,0,0.032310358
9_progressing_2,60381,progressing,2,0.031505096,0,0,0,0,0,0.008824957,0,0,0,0,0.009001456,0,0,0,0,0.000573622,0,0.012972687,0.000352998,0,0,0,0,0,0.016767418,0,0,0,0,0,0,0,0,0,0,0.003838856,0,0,0,0.001411993,0.010987071,0,0,0.002823986,0,0,0,0,0,0,0,0,0,0.000264749,8.82E-05,0,0,0,0,0,0,0.000176499,0.001676742,0,0,0,0,0,0.000794246,0,0.074217888,0,0,0,0,0,0,0.011119446,0,0,0,0,0.003618232,0,0.000397123,0.000220624,0,0,0,0,0,0,0,0,0,0,0,0.000220624,0.000176499,0,0.023033138,0.001456118,0,0,0.000573622,0.005427349,0.000264749,0,0,0.013149186,0.004324229,0,0,0,0.000176499,0,0,0,0,0,0,0,0.000220624,0,0.000352998,0,0.014693553,0,0.007589463,0.002956361,0.020165027,0.003088735,0.017914663,0,0,0,0.022018268,0,0.001500243,0,0,0,0,0,0,0.000617747,0,0,0,0.000132374,0,0.002515113,0.000220624,0,0.013546309,0,0,0,0,0.000705997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000705997,0,0.012399065,0,0,0,0,0.00101487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001632617,0,0,0,0,0,0.000397123,0,0,0.00211799,0,0,0,0,0,0,0.000750121,0.000308873,0.000264749,0.000352998,0,0,0,0,0,0.000485373,0,0,0.000397123,0.008427834,0.008074836,0.007633588,0.001720867,0.015046552,0.002779861,0.018267661,0,0.000485373,0.004853726,0.031858095,0,0.003353484,0.045757402,0.000220624,0,0.000132374,0,0,0,0,0,0,0.000529497,0.028813485,0,0.040991925,0,0,0.086484578,0,0,0.00405948,0,0,0,0,0,0,0,0.001147244,0.003618232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000485373,8.82E-05,0.000132374,0.220138552,0,0,0,0,0,0.095397785
9_progressing_4,60381,progressing,4,0.001386893,0,0,0,0,0,0.003681569,0,0,0.000176514,0,0.006909247,0,0,0,0,0,0,0.006783166,0,0,0,0,0,0,0.003303326,0,0,0,0,0,0,0,0,0,0,0.000226946,0,0,0,0,0.005976246,0,0,7.56E-05,0,0,0,0,0,0,0,0,0,0.000252162,0,0,0,0,0,0,0,0.000100865,0,0,0,0,0,0,0.00194165,0,0.017273117,0,0,0,0,0,0,0.03056207,0.00153819,0,0,0.001462541,0.003126812,0,0.004967597,0.000151297,0,0,0,0,0,0,0,0,0.00194165,0,0,0,0.00020173,0,0.014877575,0.005824949,0,0,0.000958217,0.005572787,0.001033865,0,0.000100865,0.017474847,0.001487758,0,0,7.56E-05,0,0,0.000327811,0,0,0.000151297,0,0,0,0,0.000680838,0,0.013692412,0,0.003152029,0.000907784,0.009254356,0.003303326,0.017348766,0,0,0,0.030713367,0,0,0,0,0,0,0,0,0,0,0,0,0.000151297,0,0.050735053,0.000100865,0,0.05724084,0,0,0,0,0,0.000100865,0,0,0,0,0,0.000226946,0,0,0,0.000226946,0,0,0,0.000151297,0,0,0,0,0,0,0,0,0,0,0.001866001,0,0.013818494,0,0,0,0,0,0,0,0,0,0.000806919,0,0,0,0,0,0,0,0,0,0,0,0.000100865,0,0,0,0,0,0,0.007136193,0,0,0,0,0,0.00040346,0.000605189,0.001084298,0.000453892,0.001311244,0,0,0,0,0,0.000453892,0,0.002975515,0.000605189,0.030108178,0.034697531,0.017424414,0.008850896,0.021282497,0.005623219,0.004917165,0,0.001235595,0.010489951,0.00809441,0,0.002395542,0.015734927,0,0,0,0,0,0,0,0,0.000151297,0.002168596,0.031343773,0,0.092190534,0,0,0.087651613,0,0,0.001311244,0,0,0,0,0,0,0.000504325,0,0.001159947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000933,0,0.000100865,0.134225988,0,0,0,0,0,0.127871498
9_progressing_6,60381,progressing,6,0.000859649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18E-05,0,0,0,0,0,0,3.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108816,0,0,0,0,0,0,0.001741061,0,0,0,0,3.26E-05,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195869,0.000184988,0,0,9.79E-05,0,0.000108816,0,0,0,0,0,0,0,0,0,4.35E-05,0,0,0,0,0,0,0,0,0,0.000554963,0,0.000337331,4.35E-05,0.000522318,0.000413502,0.000282922,0,0,0,0.000369975,0,4.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000457028,0,0,0,0,0,9.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18E-05,0,0,0.000576726,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26E-05,0,0,0,0,0,0,0,0,0.000119698,0,0,0,0,0,0.000108816,0.000163224,5.44E-05,9.79E-05,0.00013058,0,8.71E-05,0,0,0,0.000369975,0,2.18E-05,0.000544081,0.003928268,0.029423927,0.013047074,0.002285142,0.015038412,0.001632244,0.003754162,0,0.000391739,0.003482121,0.001947812,0,0,0.00187164,0,0,0,0,0,0,0,0,0,0.001349322,0.009836993,0,0.240440488,0,0,0.006909835,0,0,0.000326449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,3.26E-05,0.643800736,0,0,0,0,0,0.011458356
9_progressing_8,60381,progressing,8,0,0,0,0,0,0,0,0,0,0,0,0.000831716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001663432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004158581,0,0,0,0,0.024951483,0,0.001108955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001663432,0,0.201275298,0,0,0,0.00221791,0.002495148,0.001108955,0,0,0.058497366,0,0.001108955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028832825,0.015525367,0.060160798,0.050457444,0.024119767,0.000554477,0.001386194,0,0,0,0.004158581,0,0,0,0,0,0,0,0,0.001663432,0,0,0,0,0,0.01275298,0,0,0.000831716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004435819,0,0,0,0,0.002495148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065151095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010257832,0,0,0.012198503,0,0,0,0,0.003049626,0.001663432,0,0,0.017466038,0,0,0,0,0,0,0,0,0,0,0.189076795,0,0.021901857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081508179,0,0,0,0,0,0.089270862
9_progressing_10,60381,progressing,10,0,0,0,0,0,0,0,0,0,0,0,0.003084516,0,0,0,0,0.003084516,0,0,0,0,0,0,0,0,0,0,0.201727329,0,0.007402838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006785935,0,0,0,0,0.016656385,0,0.026526835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143738433,0,0,0,0.001850709,0,0,0,0,0.003084516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004935225,0.007402838,0.007402838,0,0,0,0.083281925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019740901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03146206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001850709,0.086983344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075262184,0,0.028377545,0,0,0,0,0,0.002467613,0,0,0.014188772,0,0,0,0,0,0,0,0,0,0,0.011104257,0,0.102405922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057371993,0,0,0,0,0,0.051819864
9_progressing_12,60381,progressing,12,0,0,0,0,0,0,0.001261943,0,0,0,0,0,0,0,0,0,0,0,0.001622499,0,0,0,0,0,0,0.014963043,0,0.002884442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024157202,0,0,0,0,0,0,0.007751938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000901388,0,0.06003245,0,0,0,0.001802776,0.00378583,0.001261943,0,0,0.01748693,0,0,0,0.000360555,0,0,0,0,0,0,0,0,0,0,0,0,0.001261943,0,0.061114116,0.001442221,0,0.001081666,0,0,0,0,0.011898323,0,0,0,0,0,0,0,0,0.001983054,0,0,0,0,0,0,0,0,0.000360555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597620335,0,0.000540833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037858302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001983054,0,0.006309717,0.003966108,0.008833604,0,0.01063638,0,0.001442221,0,0,0.001802776,0.009374437,0,0.001622499,0.014782765,0,0,0,0,0,0,0,0,0,0,0.001442221,0,0.012078601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068685776,0,0,0,0,0,0.003244997
